"","jvfs_1_targetChildProminence","kfav_1_targetChildProminence","lant_2_targetChildProminence","szch_2_targetChildProminence","modal_prominence","clean"
"1",1,1,1,1,1,TRUE
"2",1,1,1,1,1,TRUE
"3",5,5,5,5,5,FALSE
"4",2,2,2,2,2,FALSE
"5",1,1,1,1,1,TRUE
"6",1,1,2,1,1,TRUE
"7",1,1,1,1,1,TRUE
"8",1,1,1,1,1,TRUE
"9",1,1,2,1,1,TRUE
"10",2,2,2,2,2,FALSE
"11",1,1,2,1,1,TRUE
"12",1,1,1,1,1,TRUE
"13",1,1,1,1,1,TRUE
"14",5,5,5,5,5,FALSE
"15",1,1,1,1,1,TRUE
"16",1,1,1,1,1,TRUE
"17",2,1,1,1,1,TRUE
"18",5,5,5,2,5,FALSE
"19",1,1,1,1,1,TRUE
"20",1,1,1,1,1,TRUE
"21",1,1,1,1,1,TRUE
"22",2,2,2,2,2,FALSE
"23",2,1,1,1,1,TRUE
"24",2,3,2,2,2,FALSE
"25",4,2,3,2,2,FALSE
"26",2,3,3,2,2,FALSE
"27",3,2,3,2,2,FALSE
"28",1,1,1,1,1,TRUE
"29",5,5,5,5,5,FALSE
"30",5,5,5,5,5,FALSE
"31",3,3,2,5,3,FALSE
"32",1,1,1,1,1,TRUE
"33",1,1,1,1,1,TRUE
"34",2,2,2,2,2,FALSE
"35",2,2,2,1,2,FALSE
"36",1,1,1,1,1,TRUE
"37",1,1,1,1,1,TRUE
"38",1,1,2,1,1,TRUE
"39",2,2,2,2,2,FALSE
"40",1,1,4,1,1,TRUE
"41",1,1,2,1,1,TRUE
"42",1,1,2,1,1,TRUE
"43",2,3,2,2,2,FALSE
"44",5,5,4,4,4,FALSE
"45",5,5,5,5,5,FALSE
"46",5,5,5,5,5,FALSE
"47",5,5,5,5,5,FALSE
"48",5,5,5,5,5,FALSE
"49",5,5,5,5,5,FALSE
"50",4,5,4,4,4,FALSE
"51",5,5,5,5,5,FALSE
"52",5,5,4,5,5,FALSE
"53",5,5,5,5,5,FALSE
"54",5,5,5,5,5,FALSE
"55",5,5,5,5,5,FALSE
"56",3,3,2,2,2,FALSE
"57",2,2,2,1,2,FALSE
"58",2,3,3,2,2,FALSE
"59",5,3,4,4,4,FALSE
"60",5,3,4,4,4,FALSE
"61",5,3,4,4,4,FALSE
"62",2,2,2,2,2,FALSE
"63",3,2,2,2,2,FALSE
"64",3,2,3,2,2,FALSE
"65",2,2,2,2,2,FALSE
"66",1,1,1,1,1,TRUE
"67",2,2,2,2,2,FALSE
"68",2,1,2,1,1,TRUE
"69",5,5,5,5,5,FALSE
"70",5,5,5,5,5,FALSE
"71",5,5,5,5,5,FALSE
"72",4,3,2,2,2,FALSE
"73",5,4,5,4,4,FALSE
"74",5,5,5,5,5,FALSE
"75",2,2,2,2,2,FALSE
"76",5,5,5,5,5,FALSE
"77",5,5,5,4,5,FALSE
"78",5,5,5,5,5,FALSE
"79",5,5,5,5,5,FALSE
"80",5,5,5,5,5,FALSE
"81",5,5,5,5,5,FALSE
"82",5,5,5,5,5,FALSE
"83",5,5,5,5,5,FALSE
"84",5,5,5,5,5,FALSE
"85",5,5,5,5,5,FALSE
"86",5,5,5,5,5,FALSE
"87",4,3,3,3,3,FALSE
"88",3,3,3,3,3,FALSE
"89",1,2,2,1,1,TRUE
"90",2,2,2,2,2,FALSE
"91",2,2,2,2,2,FALSE
"92",2,3,4,2,2,FALSE
"93",2,2,2,2,2,FALSE
"94",2,2,2,2,2,FALSE
"95",2,1,1,1,1,TRUE
"96",2,3,2,2,2,FALSE
"97",2,1,2,1,1,TRUE
"98",2,2,2,2,2,FALSE
"99",1,1,2,1,1,TRUE
"100",2,1,2,1,1,TRUE
"101",2,1,2,2,2,FALSE
"102",2,2,2,2,2,FALSE
"103",5,5,5,5,5,FALSE
"104",5,5,5,5,5,FALSE
"105",5,5,5,5,5,FALSE
"106",5,5,5,5,5,FALSE
"107",5,5,5,5,5,FALSE
"108",4,4,3,3,3,FALSE
"109",5,5,5,5,5,FALSE
"110",2,2,2,2,2,FALSE
"111",2,2,2,1,2,FALSE
"112",5,2,3,2,2,FALSE
"113",5,5,5,5,5,FALSE
"114",4,2,2,2,2,FALSE
"115",2,2,2,1,2,FALSE
"116",5,5,5,5,5,FALSE
"117",1,1,2,1,1,TRUE
"118",5,5,5,5,5,FALSE
"119",1,1,2,1,1,TRUE
"120",2,2,2,2,2,FALSE
"121",2,2,2,2,2,FALSE
"122",5,5,5,5,5,FALSE
"123",5,5,5,5,5,FALSE
"124",3,3,2,2,2,FALSE
"125",2,2,2,1,2,FALSE
"126",3,3,2,2,2,FALSE
"127",3,3,2,2,2,FALSE
"128",2,2,2,1,2,FALSE
"129",2,1,2,1,1,TRUE
"130",2,3,3,2,2,FALSE
"131",1,1,2,1,1,TRUE
"132",1,1,1,1,1,TRUE
"133",5,5,2,5,5,FALSE
"134",5,5,5,5,5,FALSE
"135",5,5,5,5,5,FALSE
"136",5,5,5,5,5,FALSE
"137",5,5,5,5,5,FALSE
"138",5,4,5,5,5,FALSE
"139",5,5,5,5,5,FALSE
"140",5,5,5,5,5,FALSE
"141",5,5,5,5,5,FALSE
"142",5,5,5,5,5,FALSE
"143",5,5,5,5,5,FALSE
"144",5,5,5,5,5,FALSE
"145",5,5,5,5,5,FALSE
"146",5,5,5,5,5,FALSE
"147",4,3,3,2,3,FALSE
"148",5,5,5,5,5,FALSE
"149",5,5,5,5,5,FALSE
"150",2,2,3,2,2,FALSE
"151",2,2,2,2,2,FALSE
"152",2,2,2,1,2,FALSE
"153",2,1,2,1,1,TRUE
"154",2,2,2,1,2,FALSE
"155",1,1,2,1,1,TRUE
"156",1,1,1,1,1,TRUE
"157",1,1,2,1,1,TRUE
"158",5,5,5,5,5,FALSE
"159",5,5,5,5,5,FALSE
"160",5,5,5,5,5,FALSE
"161",5,5,5,5,5,FALSE
"162",4,3,5,1,1,TRUE
"163",5,5,5,5,5,FALSE
"164",2,2,2,2,2,FALSE
"165",5,3,5,5,5,FALSE
"166",5,5,5,5,5,FALSE
"167",5,5,5,5,5,FALSE
"168",5,5,5,5,5,FALSE
"169",5,5,5,5,5,FALSE
"170",5,5,5,5,5,FALSE
"171",5,5,5,5,5,FALSE
"172",5,5,5,5,5,FALSE
"173",5,5,5,5,5,FALSE
"174",5,5,5,5,5,FALSE
"175",5,5,5,5,5,FALSE
"176",5,5,5,5,5,FALSE
"177",2,2,2,2,2,FALSE
"178",5,5,5,5,5,FALSE
"179",2,3,3,3,3,FALSE
"180",5,5,5,5,5,FALSE
"181",2,2,2,2,2,FALSE
"182",3,4,3,2,3,FALSE
"183",5,5,5,4,5,FALSE
"184",5,5,5,5,5,FALSE
"185",5,5,5,5,5,FALSE
"186",5,5,5,5,5,FALSE
"187",5,5,5,5,5,FALSE
"188",5,5,5,5,5,FALSE
"189",5,5,5,5,5,FALSE
"190",5,5,5,5,5,FALSE
"191",5,5,5,5,5,FALSE
"192",5,5,5,5,5,FALSE
"193",5,5,5,5,5,FALSE
"194",5,5,5,5,5,FALSE
"195",5,5,5,5,5,FALSE
"196",5,5,5,5,5,FALSE
"197",5,5,5,5,5,FALSE
"198",5,5,5,5,5,FALSE
"199",5,5,5,5,5,FALSE
"200",5,5,5,5,5,FALSE
"201",5,5,5,5,5,FALSE
"202",5,5,5,5,5,FALSE
"203",5,5,5,5,5,FALSE
"204",5,5,5,5,5,FALSE
"205",5,5,5,5,5,FALSE
"206",5,5,5,5,5,FALSE
"207",5,5,5,5,5,FALSE
"208",2,2,2,1,2,FALSE
"209",5,5,5,5,5,FALSE
"210",3,3,3,2,3,FALSE
"211",3,3,3,2,3,FALSE
"212",5,5,5,5,5,FALSE
"213",3,4,3,4,3,FALSE
"214",3,3,3,2,3,FALSE
"215",3,3,2,2,2,FALSE
"216",3,3,3,3,3,FALSE
"217",2,2,2,2,2,FALSE
"218",3,3,3,2,3,FALSE
"219",5,4,4,4,4,FALSE
"220",5,5,5,5,5,FALSE
"221",4,4,3,3,3,FALSE
"222",3,3,3,2,3,FALSE
"223",3,3,3,3,3,FALSE
"224",4,3,3,3,3,FALSE
"225",5,4,4,4,4,FALSE
"226",3,3,3,3,3,FALSE
"227",3,3,2,3,3,FALSE
"228",3,4,4,4,4,FALSE
"229",3,4,3,3,3,FALSE
"230",2,3,3,3,3,FALSE
"231",2,2,3,3,2,FALSE
"232",4,3,4,3,3,FALSE
"233",5,5,2,2,2,FALSE
"234",5,5,4,4,4,FALSE
"235",4,3,3,2,3,FALSE
"236",2,2,2,2,2,FALSE
"237",4,4,4,4,4,FALSE
"238",5,4,4,4,4,FALSE
"239",5,5,5,5,5,FALSE
"240",4,4,4,4,4,FALSE
"241",4,5,4,4,4,FALSE
"242",3,3,3,3,3,FALSE
"243",4,4,4,4,4,FALSE
"244",4,3,3,3,3,FALSE
"245",5,3,3,4,3,FALSE
"246",4,4,4,4,4,FALSE
"247",4,4,3,3,3,FALSE
"248",4,3,3,3,3,FALSE
"249",4,3,3,3,3,FALSE
"250",5,5,5,5,5,FALSE
"251",5,4,4,4,4,FALSE
"252",5,4,4,4,4,FALSE
"253",4,3,3,2,3,FALSE
"254",5,5,5,5,5,FALSE
"255",5,5,5,5,5,FALSE
"256",5,5,5,5,5,FALSE
"257",4,5,4,5,4,FALSE
"258",4,4,4,4,4,FALSE
"259",5,4,4,4,4,FALSE
"260",4,4,3,3,3,FALSE
"261",4,4,3,3,3,FALSE
"262",2,3,2,2,2,FALSE
"263",3,5,5,5,5,FALSE
"264",2,3,2,2,2,FALSE
"265",3,4,3,3,3,FALSE
"266",3,2,3,3,3,FALSE
"267",3,3,3,5,3,FALSE
"268",2,2,2,5,2,FALSE
"269",5,5,5,5,5,FALSE
"270",1,1,1,1,1,TRUE
"271",1,1,1,1,1,TRUE
"272",1,1,1,1,1,TRUE
"273",1,1,1,1,1,TRUE
"274",1,1,1,1,1,TRUE
"275",2,2,2,2,2,FALSE
"276",3,1,3,5,3,FALSE
"277",2,5,5,5,5,FALSE
"278",5,5,5,5,5,FALSE
"279",5,5,5,5,5,FALSE
"280",5,3,5,5,5,FALSE
"281",2,1,1,1,1,TRUE
"282",2,3,2,1,2,FALSE
"283",2,2,2,1,2,FALSE
"284",2,1,2,1,1,TRUE
"285",2,1,2,1,1,TRUE
"286",1,1,2,1,1,TRUE
"287",2,1,2,1,1,TRUE
"288",4,5,5,5,5,FALSE
"289",5,5,5,5,5,FALSE
"290",5,5,5,5,5,FALSE
"291",2,3,2,2,2,FALSE
"292",1,2,2,1,1,TRUE
"293",1,2,2,1,1,TRUE
"294",2,2,2,2,2,FALSE
"295",2,2,2,1,2,FALSE
"296",2,3,2,2,2,FALSE
"297",2,2,2,1,2,FALSE
"298",2,2,2,1,2,FALSE
"299",2,2,2,1,2,FALSE
"300",2,2,2,2,2,FALSE
"301",3,2,2,2,2,FALSE
"302",2,3,2,2,2,FALSE
"303",2,3,2,1,2,FALSE
"304",2,2,2,1,2,FALSE
"305",2,2,2,2,2,FALSE
"306",1,2,2,1,1,TRUE
"307",5,3,5,2,5,FALSE
"308",2,2,2,2,2,FALSE
"309",2,3,2,2,2,FALSE
"310",2,2,2,2,2,FALSE
"311",2,2,3,2,2,FALSE
"312",2,2,2,2,2,FALSE
"313",2,3,3,2,2,FALSE
"314",5,5,4,5,5,FALSE
"315",5,5,5,5,5,FALSE
"316",5,5,5,5,5,FALSE
"317",5,5,5,5,5,FALSE
"318",2,2,2,2,2,FALSE
"319",5,5,5,5,5,FALSE
"320",2,1,1,1,1,TRUE
"321",1,2,1,1,1,TRUE
"322",2,2,2,2,2,FALSE
"323",5,5,5,5,5,FALSE
"324",5,5,5,5,5,FALSE
"325",5,5,5,5,5,FALSE
"326",5,5,5,5,5,FALSE
"327",2,1,2,1,1,TRUE
"328",2,1,2,1,1,TRUE
"329",1,1,2,1,1,TRUE
"330",2,3,3,1,3,FALSE
"331",2,1,2,1,1,TRUE
"332",1,1,2,1,1,TRUE
"333",1,1,2,1,1,TRUE
"334",2,1,2,1,1,TRUE
"335",2,1,2,1,1,TRUE
"336",1,2,2,2,2,FALSE
"337",2,3,3,2,2,FALSE
"338",3,3,3,2,3,FALSE
"339",5,3,4,4,4,FALSE
"340",2,2,2,2,2,FALSE
"341",4,3,3,2,3,FALSE
"342",3,5,3,2,3,FALSE
"343",5,5,3,5,5,FALSE
"344",2,2,2,1,2,FALSE
"345",2,2,2,1,2,FALSE
"346",2,2,2,2,2,FALSE
"347",2,2,2,2,2,FALSE
"348",5,5,5,5,5,FALSE
"349",5,3,3,3,3,FALSE
"350",2,3,2,2,2,FALSE
"351",2,2,2,1,2,FALSE
"352",2,3,2,1,2,FALSE
"353",2,2,2,2,2,FALSE
"354",2,2,2,1,2,FALSE
"355",2,1,2,1,1,TRUE
"356",2,2,2,2,2,FALSE
"357",5,5,5,5,5,FALSE
"358",5,5,5,5,5,FALSE
"359",5,5,5,5,5,FALSE
"360",5,5,5,5,5,FALSE
"361",4,4,3,3,3,FALSE
"362",2,3,2,2,2,FALSE
"363",2,3,3,2,2,FALSE
"364",2,3,2,2,2,FALSE
"365",2,3,2,2,2,FALSE
"366",2,3,2,2,2,FALSE
"367",1,2,2,2,2,FALSE
"368",2,3,3,2,2,FALSE
"369",1,1,2,1,1,TRUE
"370",2,2,2,2,2,FALSE
"371",5,5,5,5,5,FALSE
"372",5,5,5,5,5,FALSE
"373",5,5,5,5,5,FALSE
"374",5,5,5,5,5,FALSE
"375",5,5,5,5,5,FALSE
"376",5,5,5,5,5,FALSE
"377",5,5,5,5,5,FALSE
"378",5,5,5,5,5,FALSE
"379",5,5,5,5,5,FALSE
"380",5,5,5,5,5,FALSE
"381",5,4,3,4,4,FALSE
"382",4,4,4,4,4,FALSE
"383",2,1,2,1,1,TRUE
"384",5,5,5,5,5,FALSE
"385",2,3,3,3,3,FALSE
"386",5,5,5,5,5,FALSE
"387",5,5,5,5,5,FALSE
"388",5,5,5,5,5,FALSE
"389",4,2,2,2,2,FALSE
"390",5,5,5,5,5,FALSE
"391",5,5,5,5,5,FALSE
"392",5,5,5,5,5,FALSE
"393",5,5,5,5,5,FALSE
"394",5,5,5,5,5,FALSE
"395",5,5,5,5,5,FALSE
"396",5,5,5,5,5,FALSE
"397",5,5,5,5,5,FALSE
"398",5,5,5,5,5,FALSE
"399",5,5,5,5,5,FALSE
"400",5,5,5,5,5,FALSE
"401",5,5,5,5,5,FALSE
"402",5,5,5,5,5,FALSE
"403",5,5,5,5,5,FALSE
"404",5,5,5,5,5,FALSE
"405",5,5,5,5,5,FALSE
"406",5,5,5,5,5,FALSE
"407",5,5,5,5,5,FALSE
"408",5,5,5,5,5,FALSE
"409",4,3,3,2,3,FALSE
"410",3,3,2,2,2,FALSE
"411",5,5,5,5,5,FALSE
"412",5,5,5,5,5,FALSE
"413",5,5,5,5,5,FALSE
"414",5,5,5,5,5,FALSE
"415",5,5,5,5,5,FALSE
"416",5,5,5,5,5,FALSE
"417",5,5,5,5,5,FALSE
"418",5,5,5,5,5,FALSE
"419",5,5,5,5,5,FALSE
"420",5,5,5,5,5,FALSE
"421",5,5,5,5,5,FALSE
"422",5,5,5,5,5,FALSE
"423",5,5,5,5,5,FALSE
"424",5,5,5,5,5,FALSE
"425",5,5,5,5,5,FALSE
"426",5,5,5,5,5,FALSE
"427",5,5,5,5,5,FALSE
"428",5,5,5,5,5,FALSE
"429",5,5,5,5,5,FALSE
"430",5,5,5,5,5,FALSE
"431",2,3,2,2,2,FALSE
"432",2,3,2,2,2,FALSE
"433",5,5,5,5,5,FALSE
"434",5,5,5,5,5,FALSE
"435",2,2,2,2,2,FALSE
"436",3,2,2,2,2,FALSE
"437",3,2,3,3,3,FALSE
"438",5,5,5,5,5,FALSE
"439",5,5,5,5,5,FALSE
"440",5,5,5,5,5,FALSE
"441",5,5,5,5,5,FALSE
"442",5,5,5,5,5,FALSE
"443",5,5,5,5,5,FALSE
"444",5,5,5,5,5,FALSE
"445",5,5,5,5,5,FALSE
"446",5,5,5,5,5,FALSE
"447",2,3,3,3,3,FALSE
"448",2,3,3,2,2,FALSE
"449",2,3,3,2,2,FALSE
"450",1,1,2,1,1,TRUE
"451",2,2,2,2,2,FALSE
"452",5,5,5,5,5,FALSE
"453",4,2,3,2,2,FALSE
"454",2,3,3,3,3,FALSE
"455",2,3,3,2,2,FALSE
"456",2,2,2,2,2,FALSE
"457",1,1,2,2,1,TRUE
"458",5,5,5,5,5,FALSE
"459",5,5,5,5,5,FALSE
"460",5,5,5,5,5,FALSE
"461",3,3,3,2,3,FALSE
"462",5,5,5,5,5,FALSE
"463",2,3,3,2,2,FALSE
"464",2,3,3,2,2,FALSE
"465",5,3,3,3,3,FALSE
"466",2,2,2,2,2,FALSE
"467",2,1,2,2,2,FALSE
"468",1,1,2,1,1,TRUE
"469",4,4,4,4,4,FALSE
"470",4,4,4,4,4,FALSE
"471",5,5,5,5,5,FALSE
"472",2,3,3,2,2,FALSE
"473",2,3,4,2,2,FALSE
"474",2,2,2,1,2,FALSE
"475",1,1,2,1,1,TRUE
"476",2,2,2,2,2,FALSE
"477",2,1,2,2,2,FALSE
"478",2,2,2,2,2,FALSE
"479",2,2,2,2,2,FALSE
"480",1,2,2,2,2,FALSE
"481",2,2,2,2,2,FALSE
"482",3,3,3,2,3,FALSE
"483",2,2,3,2,2,FALSE
"484",2,3,2,2,2,FALSE
"485",2,2,2,2,2,FALSE
"486",2,2,2,2,2,FALSE
"487",2,3,2,2,2,FALSE
"488",1,2,2,2,2,FALSE
"489",5,5,5,5,5,FALSE
"490",5,5,5,5,5,FALSE
"491",2,3,2,2,2,FALSE
"492",2,3,3,2,2,FALSE
"493",2,2,2,2,2,FALSE
"494",2,2,2,2,2,FALSE
"495",2,2,2,2,2,FALSE
"496",2,3,3,2,2,FALSE
"497",2,2,2,2,2,FALSE
"498",2,2,2,2,2,FALSE
"499",4,4,3,3,3,FALSE
"500",2,3,3,2,2,FALSE
"501",2,2,2,2,2,FALSE
"502",1,2,2,2,2,FALSE
"503",2,3,3,2,2,FALSE
"504",2,2,2,2,2,FALSE
"505",2,2,2,2,2,FALSE
"506",5,5,5,5,5,FALSE
"507",1,2,2,2,2,FALSE
"508",2,2,2,1,2,FALSE
"509",2,1,2,1,1,TRUE
"510",1,1,2,1,1,TRUE
"511",2,3,2,2,2,FALSE
"512",1,1,2,1,1,TRUE
"513",2,2,2,2,2,FALSE
"514",2,2,2,2,2,FALSE
"515",2,2,2,2,2,FALSE
"516",2,2,2,2,2,FALSE
"517",2,3,3,2,2,FALSE
"518",2,2,2,2,2,FALSE
"519",1,2,2,2,2,FALSE
"520",5,3,4,2,2,FALSE
"521",2,2,2,2,2,FALSE
"522",2,3,2,2,2,FALSE
"523",2,3,3,2,2,FALSE
"524",4,4,3,3,3,FALSE
"525",4,3,3,2,3,FALSE
"526",2,2,2,1,2,FALSE
"527",5,3,4,2,2,FALSE
"528",2,2,2,2,2,FALSE
"529",2,3,2,2,2,FALSE
"530",2,2,2,2,2,FALSE
"531",2,2,3,2,2,FALSE
"532",2,2,2,2,2,FALSE
"533",4,3,3,2,3,FALSE
"534",2,3,2,2,2,FALSE
"535",2,3,3,2,2,FALSE
"536",2,2,2,2,2,FALSE
"537",1,1,1,1,1,TRUE
"538",1,2,2,2,2,FALSE
"539",1,1,2,2,1,TRUE
"540",2,2,3,2,2,FALSE
"541",2,2,2,2,2,FALSE
"542",5,5,5,5,5,FALSE
"543",2,2,3,2,2,FALSE
"544",2,2,2,2,2,FALSE
"545",2,3,3,2,2,FALSE
"546",2,2,2,2,2,FALSE
"547",3,4,4,3,3,FALSE
"548",5,5,5,5,5,FALSE
"549",5,5,5,5,5,FALSE
"550",4,3,4,4,4,FALSE
"551",5,4,4,4,4,FALSE
"552",3,3,3,2,3,FALSE
"553",3,2,2,2,2,FALSE
"554",2,2,2,2,2,FALSE
"555",2,2,2,2,2,FALSE
"556",5,5,5,5,5,FALSE
"557",2,2,2,2,2,FALSE
"558",5,5,5,5,5,FALSE
"559",5,5,5,5,5,FALSE
"560",5,5,5,5,5,FALSE
"561",3,3,2,2,2,FALSE
"562",4,3,4,3,3,FALSE
"563",2,2,2,1,2,FALSE
"564",2,3,2,2,2,FALSE
"565",2,3,3,2,2,FALSE
"566",2,3,3,2,2,FALSE
"567",2,2,2,2,2,FALSE
"568",5,5,5,5,5,FALSE
"569",5,5,5,5,5,FALSE
"570",4,3,3,3,3,FALSE
"571",3,2,2,2,2,FALSE
"572",4,4,4,4,4,FALSE
"573",3,3,3,2,3,FALSE
"574",4,3,3,3,3,FALSE
"575",2,2,2,2,2,FALSE
"576",2,2,2,2,2,FALSE
"577",2,3,3,2,2,FALSE
"578",3,3,3,2,3,FALSE
"579",2,3,3,3,3,FALSE
"580",2,1,2,1,1,TRUE
"581",2,2,2,1,2,FALSE
"582",2,3,2,2,2,FALSE
"583",2,3,2,2,2,FALSE
"584",1,1,2,1,1,TRUE
"585",2,2,3,2,2,FALSE
"586",3,2,2,2,2,FALSE
"587",2,2,2,2,2,FALSE
"588",3,3,3,2,3,FALSE
"589",2,3,3,2,2,FALSE
"590",2,2,2,2,2,FALSE
"591",2,2,2,2,2,FALSE
"592",2,2,2,2,2,FALSE
"593",2,3,3,3,3,FALSE
"594",1,1,2,1,1,TRUE
"595",2,3,2,2,2,FALSE
"596",1,1,2,1,1,TRUE
"597",2,3,3,2,2,FALSE
"598",1,2,2,1,1,TRUE
"599",2,2,2,1,2,FALSE
"600",2,2,2,1,2,FALSE
"601",1,1,2,1,1,TRUE
"602",2,3,2,2,2,FALSE
"603",5,5,5,5,5,FALSE
"604",2,2,2,2,2,FALSE
"605",1,2,2,1,1,TRUE
"606",3,3,3,2,3,FALSE
"607",2,2,2,2,2,FALSE
"608",2,3,2,4,2,FALSE
"609",5,5,5,5,5,FALSE
"610",2,3,2,2,2,FALSE
"611",1,2,2,2,2,FALSE
"612",2,2,2,2,2,FALSE
"613",3,3,3,3,3,FALSE
"614",2,2,2,1,2,FALSE
"615",2,2,2,2,2,FALSE
"616",1,1,2,1,1,TRUE
"617",4,3,3,3,3,FALSE
"618",2,2,2,2,2,FALSE
"619",3,3,3,3,3,FALSE
"620",2,2,2,1,2,FALSE
"621",2,3,2,2,2,FALSE
"622",2,2,2,2,2,FALSE
"623",3,3,3,3,3,FALSE
"624",2,3,3,2,2,FALSE
"625",3,3,3,3,3,FALSE
"626",4,3,3,2,3,FALSE
"627",5,5,5,5,5,FALSE
"628",5,5,5,5,5,FALSE
"629",5,5,5,5,5,FALSE
"630",5,5,5,5,5,FALSE
"631",5,2,2,2,2,FALSE
"632",2,1,2,1,1,TRUE
"633",1,5,5,1,1,TRUE
"634",2,2,2,2,2,FALSE
"635",1,2,2,2,2,FALSE
"636",1,1,2,2,1,TRUE
"637",1,2,2,2,2,FALSE
"638",2,3,2,2,2,FALSE
"639",2,2,2,1,2,FALSE
"640",2,3,2,2,2,FALSE
"641",2,2,2,2,2,FALSE
