"","jvfs_1_targetChildProminence","kfav_1_targetChildProminence","lant_2_targetChildProminence","szch_2_targetChildProminence","modal_prominence","clean"
"642",2,1,2,1,1,TRUE
"643",2,3,2,2,2,FALSE
"644",2,2,3,1,2,FALSE
"645",2,3,2,2,2,FALSE
"646",1,1,2,1,1,TRUE
"647",3,3,3,3,3,FALSE
"648",4,4,4,3,4,FALSE
"649",2,3,2,2,2,FALSE
"650",2,2,2,2,2,FALSE
"651",2,2,2,2,2,FALSE
"652",2,2,2,1,2,FALSE
"653",2,1,2,1,1,TRUE
"654",2,5,2,1,2,FALSE
"655",2,3,2,2,2,FALSE
"656",5,5,5,5,5,FALSE
"657",2,1,2,1,1,TRUE
"658",2,2,2,2,2,FALSE
"659",2,2,2,2,2,FALSE
"660",2,2,2,2,2,FALSE
"661",2,2,2,2,2,FALSE
"662",2,3,2,2,2,FALSE
"663",3,3,3,3,3,FALSE
"664",5,5,5,5,5,FALSE
"665",2,2,2,2,2,FALSE
"666",2,1,2,1,1,TRUE
"667",2,3,2,2,2,FALSE
"668",2,3,3,2,2,FALSE
"669",2,1,2,1,1,TRUE
"670",2,2,2,1,2,FALSE
"671",2,1,2,1,1,TRUE
"672",2,2,2,2,2,FALSE
"673",3,2,2,1,2,FALSE
"674",2,1,2,1,1,TRUE
"675",2,1,2,1,1,TRUE
"676",4,3,3,3,3,FALSE
"677",2,2,2,1,2,FALSE
"678",1,1,2,1,1,TRUE
"679",2,2,2,2,2,FALSE
"680",2,2,2,1,2,FALSE
"681",2,2,2,1,2,FALSE
"682",3,3,2,2,2,FALSE
"683",2,1,2,1,1,TRUE
"684",2,2,2,1,2,FALSE
"685",2,1,1,1,1,TRUE
"686",2,1,2,1,1,TRUE
"687",2,3,2,2,2,FALSE
"688",2,3,3,3,3,FALSE
"689",2,2,2,2,2,FALSE
"690",2,1,2,1,1,TRUE
"691",2,2,2,2,2,FALSE
"692",2,2,2,2,2,FALSE
"693",5,5,5,5,5,FALSE
"694",2,2,2,2,2,FALSE
"695",3,3,2,2,2,FALSE
"696",2,2,2,2,2,FALSE
"697",2,3,2,2,2,FALSE
"698",3,2,2,2,2,FALSE
"699",2,1,2,1,1,TRUE
"700",2,1,2,2,2,FALSE
"701",2,2,2,1,2,FALSE
"702",3,2,2,2,2,FALSE
"703",4,3,3,2,3,FALSE
"704",5,5,5,5,5,FALSE
"705",2,1,2,1,1,TRUE
"706",2,1,2,1,1,TRUE
"707",2,1,2,1,1,TRUE
"708",2,2,2,2,2,FALSE
"709",5,5,5,5,5,FALSE
"710",5,5,5,5,5,FALSE
"711",3,2,2,2,2,FALSE
"712",3,3,3,2,3,FALSE
"713",2,2,2,1,2,FALSE
"714",2,2,3,2,2,FALSE
"715",2,1,2,2,2,FALSE
"716",2,3,3,2,2,FALSE
"717",2,2,2,1,2,FALSE
"718",3,3,3,3,3,FALSE
"719",2,3,3,2,2,FALSE
"720",2,2,2,2,2,FALSE
"721",3,4,3,3,3,FALSE
"722",2,2,2,2,2,FALSE
"723",2,2,2,2,2,FALSE
"724",2,1,2,2,2,FALSE
"725",2,2,2,1,2,FALSE
"726",2,1,2,2,2,FALSE
"727",1,2,2,2,2,FALSE
"728",1,1,2,2,1,TRUE
"729",2,2,2,2,2,FALSE
"730",2,1,2,1,1,TRUE
"731",1,2,2,2,2,FALSE
"732",4,3,3,3,3,FALSE
"733",1,1,2,1,1,TRUE
"734",1,2,2,1,1,TRUE
"735",2,2,2,2,2,FALSE
"736",2,2,2,2,2,FALSE
"737",2,2,2,1,2,FALSE
"738",1,2,2,2,2,FALSE
"739",1,1,2,1,1,TRUE
"740",1,1,2,1,1,TRUE
"741",2,2,2,1,2,FALSE
"742",2,1,2,1,1,TRUE
"743",1,1,2,1,1,TRUE
"744",2,2,2,2,2,FALSE
"745",2,2,2,2,2,FALSE
"746",5,5,5,5,5,FALSE
"747",2,2,2,2,2,FALSE
"748",1,1,2,1,1,TRUE
"749",2,2,2,2,2,FALSE
"750",1,1,2,1,1,TRUE
"751",1,1,2,1,1,TRUE
"752",1,1,2,1,1,TRUE
"753",1,1,2,1,1,TRUE
"754",2,2,2,2,2,FALSE
"755",2,2,2,2,2,FALSE
"756",2,3,2,2,2,FALSE
"757",2,3,2,2,2,FALSE
"758",1,2,2,2,2,FALSE
"759",1,2,2,2,2,FALSE
"760",1,1,2,1,1,TRUE
"761",1,1,2,2,1,TRUE
"762",2,2,2,2,2,FALSE
"763",1,1,2,1,1,TRUE
"764",1,1,2,1,1,TRUE
"765",1,1,2,1,1,TRUE
"766",1,1,1,1,1,TRUE
"767",1,1,1,1,1,TRUE
"768",1,1,2,1,1,TRUE
"769",2,2,2,2,2,FALSE
"770",2,3,2,2,2,FALSE
"771",2,3,2,2,2,FALSE
"772",2,2,2,2,2,FALSE
"773",2,2,2,2,2,FALSE
"774",2,2,2,2,2,FALSE
"775",3,3,3,2,3,FALSE
"776",2,3,2,2,2,FALSE
"777",1,2,2,2,2,FALSE
"778",1,1,2,1,1,TRUE
"779",1,1,1,1,1,TRUE
"780",1,1,1,1,1,TRUE
"781",2,1,2,1,1,TRUE
"782",2,2,2,2,2,FALSE
"783",2,2,2,1,2,FALSE
"784",3,3,3,2,3,FALSE
"785",3,2,2,2,2,FALSE
"786",2,2,2,1,2,FALSE
"787",1,1,1,1,1,TRUE
"788",1,2,2,1,1,TRUE
"789",1,1,2,1,1,TRUE
"790",1,2,2,1,1,TRUE
"791",1,1,1,1,1,TRUE
"792",1,1,2,1,1,TRUE
"793",2,2,2,2,2,FALSE
"794",2,2,2,2,2,FALSE
"795",1,1,2,1,1,TRUE
"796",2,3,3,3,3,FALSE
"797",2,3,3,2,2,FALSE
"798",3,3,3,3,3,FALSE
"799",1,2,2,1,1,TRUE
"800",2,3,2,2,2,FALSE
"801",2,3,3,2,2,FALSE
"802",2,3,2,2,2,FALSE
"803",1,1,1,1,1,TRUE
"804",3,3,3,2,3,FALSE
"805",1,1,2,1,1,TRUE
"806",2,2,2,1,2,FALSE
"807",2,2,2,2,2,FALSE
"808",1,2,2,1,1,TRUE
"809",1,1,1,1,1,TRUE
"810",1,1,2,1,1,TRUE
"811",2,2,2,1,2,FALSE
"812",2,2,2,2,2,FALSE
"813",1,1,2,1,1,TRUE
"814",2,2,2,2,2,FALSE
"815",1,1,2,1,1,TRUE
"816",2,2,2,2,2,FALSE
"817",2,1,2,1,1,TRUE
"818",1,1,2,1,1,TRUE
"819",1,1,2,1,1,TRUE
"820",1,1,1,1,1,TRUE
"821",1,1,2,1,1,TRUE
"822",1,2,2,1,1,TRUE
"823",2,2,2,2,2,FALSE
"824",1,2,2,1,1,TRUE
"825",3,3,3,2,3,FALSE
"826",2,3,3,2,2,FALSE
"827",4,3,3,3,3,FALSE
"828",1,2,2,1,1,TRUE
"829",2,2,2,2,2,FALSE
"830",2,2,2,2,2,FALSE
"831",2,1,2,1,1,TRUE
"832",1,2,2,1,1,TRUE
"833",2,3,3,2,2,FALSE
"834",1,2,2,1,1,TRUE
"835",2,3,3,3,3,FALSE
"836",1,2,2,1,1,TRUE
"837",2,2,2,2,2,FALSE
"838",2,3,3,2,2,FALSE
"839",2,3,2,2,2,FALSE
"840",2,2,2,2,2,FALSE
"841",2,3,2,2,2,FALSE
"842",2,3,2,2,2,FALSE
"843",3,3,3,2,3,FALSE
"844",2,3,3,2,2,FALSE
"845",2,3,2,2,2,FALSE
"846",1,2,2,1,1,TRUE
"847",2,2,2,2,2,FALSE
"848",1,2,2,1,1,TRUE
"849",2,2,2,2,2,FALSE
"850",2,2,2,2,2,FALSE
"851",5,5,4,5,5,FALSE
"852",1,3,2,2,2,FALSE
"853",4,3,4,4,4,FALSE
"854",5,5,5,5,5,FALSE
"855",2,3,3,5,3,FALSE
"856",1,2,2,1,1,TRUE
"857",1,1,2,1,1,TRUE
"858",1,1,2,1,1,TRUE
"859",1,1,2,1,1,TRUE
"860",1,1,2,1,1,TRUE
"861",1,1,2,1,1,TRUE
"862",1,1,2,1,1,TRUE
"863",1,1,2,1,1,TRUE
"864",1,2,2,1,1,TRUE
"865",1,1,2,1,1,TRUE
"866",1,2,2,1,1,TRUE
"867",4,4,4,4,4,FALSE
"868",4,5,4,5,4,FALSE
"869",2,3,2,2,2,FALSE
"870",1,1,2,1,1,TRUE
"871",1,2,2,1,1,TRUE
"872",2,1,2,1,1,TRUE
"873",2,2,2,2,2,FALSE
"874",2,3,2,2,2,FALSE
"875",1,2,2,1,1,TRUE
"876",2,2,2,1,2,FALSE
"877",1,3,2,1,1,TRUE
"878",2,2,2,2,2,FALSE
"879",2,3,3,2,2,FALSE
"880",2,2,2,2,2,FALSE
"881",2,2,2,2,2,FALSE
"882",2,3,2,2,2,FALSE
"883",1,2,2,1,1,TRUE
"884",2,2,2,2,2,FALSE
"885",2,2,2,1,2,FALSE
"886",5,5,5,5,5,FALSE
"887",5,5,5,5,5,FALSE
"888",5,5,5,5,5,FALSE
"889",5,5,5,5,5,FALSE
"890",5,5,5,5,5,FALSE
"891",5,5,5,5,5,FALSE
"892",5,5,5,5,5,FALSE
"893",5,5,5,5,5,FALSE
"894",5,5,5,5,5,FALSE
"895",5,5,5,5,5,FALSE
"896",1,2,2,2,2,FALSE
"897",1,1,2,1,1,TRUE
"898",5,5,5,5,5,FALSE
"899",2,3,4,3,3,FALSE
"900",5,5,5,5,5,FALSE
"901",5,5,5,5,5,FALSE
"902",5,5,5,5,5,FALSE
"903",1,2,2,1,1,TRUE
"904",2,2,2,2,2,FALSE
"905",2,2,2,2,2,FALSE
"906",5,5,5,5,5,FALSE
"907",2,3,3,2,2,FALSE
"908",5,5,2,1,5,FALSE
"909",1,1,2,1,1,TRUE
"910",2,2,2,2,2,FALSE
"911",1,2,2,1,1,TRUE
"912",1,2,2,2,2,FALSE
"913",1,2,2,2,2,FALSE
"914",1,2,2,1,1,TRUE
"915",1,2,2,1,1,TRUE
"916",2,2,2,1,2,FALSE
"917",1,1,2,1,1,TRUE
"918",1,1,2,1,1,TRUE
"919",2,1,3,1,1,TRUE
"920",1,1,1,1,1,TRUE
"921",1,2,2,1,1,TRUE
"922",1,1,2,1,1,TRUE
"923",1,1,2,1,1,TRUE
"924",1,2,2,2,2,FALSE
"925",2,3,2,2,2,FALSE
"926",1,2,2,1,1,TRUE
"927",1,1,2,1,1,TRUE
"928",1,1,1,1,1,TRUE
"929",5,2,3,1,1,TRUE
"930",2,2,2,1,2,FALSE
"931",1,2,2,1,1,TRUE
"932",1,2,2,1,1,TRUE
"933",1,1,2,1,1,TRUE
"934",1,1,2,1,1,TRUE
"935",2,2,2,1,2,FALSE
"936",1,2,2,1,1,TRUE
"937",5,2,4,4,4,FALSE
"938",1,2,2,1,1,TRUE
"939",1,1,1,1,1,TRUE
"940",2,2,2,1,2,FALSE
"941",1,1,2,1,1,TRUE
"942",2,2,2,2,2,FALSE
"943",1,1,2,1,1,TRUE
"944",2,2,2,2,2,FALSE
"945",1,2,3,2,2,FALSE
"946",2,2,2,2,2,FALSE
"947",1,1,2,1,1,TRUE
"948",1,2,2,2,2,FALSE
"949",2,2,2,2,2,FALSE
"950",2,2,2,2,2,FALSE
"951",2,2,2,2,2,FALSE
"952",2,2,2,2,2,FALSE
"953",2,2,2,1,2,FALSE
"954",2,3,2,5,2,FALSE
"955",2,2,2,2,2,FALSE
"956",2,2,2,2,2,FALSE
"957",1,2,2,2,2,FALSE
"958",2,3,5,5,5,FALSE
"959",1,1,2,5,1,TRUE
"960",2,2,2,1,2,FALSE
"961",1,2,2,1,1,TRUE
"962",1,2,2,1,1,TRUE
"963",1,1,2,1,1,TRUE
"964",1,1,2,1,1,TRUE
"965",1,2,2,1,1,TRUE
"966",1,1,2,1,1,TRUE
"967",1,1,2,1,1,TRUE
"968",2,2,2,2,2,FALSE
"969",2,2,2,1,2,FALSE
"970",2,2,2,2,2,FALSE
"971",1,2,2,1,1,TRUE
"972",1,3,4,2,1,TRUE
"973",1,2,2,2,2,FALSE
"974",2,3,2,2,2,FALSE
"975",1,2,2,1,1,TRUE
"976",2,2,2,1,2,FALSE
"977",2,2,2,1,2,FALSE
"978",2,2,2,2,2,FALSE
"979",1,2,2,1,1,TRUE
"980",1,1,2,1,1,TRUE
"981",1,1,2,1,1,TRUE
"982",1,1,2,1,1,TRUE
"983",2,2,2,2,2,FALSE
"984",1,2,2,2,2,FALSE
"985",2,2,2,1,2,FALSE
"986",1,1,2,1,1,TRUE
"987",1,1,2,1,1,TRUE
"988",1,1,1,1,1,TRUE
"989",1,1,2,1,1,TRUE
"990",2,2,2,1,2,FALSE
"991",2,3,3,2,2,FALSE
"992",2,2,2,2,2,FALSE
"993",2,1,2,1,1,TRUE
"994",2,3,3,2,2,FALSE
"995",1,2,2,2,2,FALSE
"996",1,1,1,1,1,TRUE
"997",1,1,2,1,1,TRUE
"998",2,2,5,5,2,FALSE
"999",1,1,2,1,1,TRUE
"1000",1,1,1,1,1,TRUE
"1001",1,1,2,1,1,TRUE
"1002",1,2,2,2,2,FALSE
"1003",5,4,4,4,4,FALSE
"1004",5,4,5,5,5,FALSE
"1005",5,3,4,4,4,FALSE
"1006",1,1,1,1,1,TRUE
"1007",4,3,3,3,3,FALSE
"1008",4,3,3,3,3,FALSE
"1009",2,2,2,2,2,FALSE
"1010",4,4,4,3,4,FALSE
"1011",3,3,3,3,3,FALSE
"1012",5,5,5,5,5,FALSE
"1013",4,4,4,4,4,FALSE
"1014",1,2,2,1,1,TRUE
"1015",1,2,2,1,1,TRUE
"1016",5,2,2,2,2,FALSE
"1017",5,5,5,5,5,FALSE
"1018",1,2,2,2,2,FALSE
"1019",1,3,3,2,3,FALSE
"1020",4,5,4,4,4,FALSE
"1021",5,5,5,5,5,FALSE
"1022",2,3,3,2,2,FALSE
"1023",5,5,5,5,5,FALSE
"1024",1,2,2,2,2,FALSE
"1025",1,2,2,1,1,TRUE
"1026",3,3,2,2,2,FALSE
"1027",4,4,4,4,4,FALSE
"1028",2,2,2,2,2,FALSE
"1029",5,5,5,5,5,FALSE
"1030",3,3,3,3,3,FALSE
"1031",1,2,2,1,1,TRUE
"1032",2,2,4,2,2,FALSE
"1033",2,2,2,2,2,FALSE
"1034",3,2,3,2,2,FALSE
"1035",5,3,3,5,3,FALSE
"1036",1,3,2,1,1,TRUE
"1037",1,1,2,1,1,TRUE
"1038",2,5,3,2,2,FALSE
"1039",2,3,2,1,2,FALSE
"1040",2,3,2,2,2,FALSE
"1041",2,2,3,2,2,FALSE
"1042",4,3,3,2,3,FALSE
"1043",1,2,2,2,2,FALSE
"1044",2,3,3,2,2,FALSE
"1045",2,3,2,2,2,FALSE
"1046",2,2,2,1,2,FALSE
"1047",5,4,4,4,4,FALSE
"1048",2,1,2,1,1,TRUE
"1049",1,3,3,2,3,FALSE
"1050",5,5,5,5,5,FALSE
"1051",5,5,5,5,5,FALSE
"1052",5,5,5,5,5,FALSE
"1053",2,2,2,2,2,FALSE
"1054",4,3,3,3,3,FALSE
"1055",5,5,5,5,5,FALSE
"1056",5,5,5,5,5,FALSE
"1057",5,5,5,5,5,FALSE
"1058",4,4,4,4,4,FALSE
"1059",2,3,3,3,3,FALSE
"1060",5,5,2,5,5,FALSE
"1061",5,5,2,5,5,FALSE
"1062",1,2,2,1,1,TRUE
"1063",1,2,2,1,1,TRUE
"1064",2,2,2,2,2,FALSE
"1065",3,3,3,2,3,FALSE
"1066",2,2,2,1,2,FALSE
"1067",2,3,3,2,2,FALSE
"1068",1,2,2,1,1,TRUE
"1069",2,2,2,2,2,FALSE
"1070",3,3,3,2,3,FALSE
"1071",2,2,2,1,2,FALSE
"1072",2,3,3,2,2,FALSE
"1073",3,3,2,2,2,FALSE
"1074",3,3,5,5,3,FALSE
"1075",2,3,3,2,2,FALSE
"1076",5,5,5,5,5,FALSE
"1077",5,5,5,5,5,FALSE
"1078",5,3,3,2,3,FALSE
"1079",2,1,2,1,1,TRUE
"1080",2,3,3,2,2,FALSE
"1081",1,1,1,1,1,TRUE
"1082",1,1,1,1,1,TRUE
"1083",1,1,1,1,1,TRUE
"1084",1,2,2,2,2,FALSE
"1085",2,2,2,2,2,FALSE
"1086",1,1,2,1,1,TRUE
"1087",2,2,2,2,2,FALSE
"1088",2,1,2,1,1,TRUE
"1089",2,2,2,2,2,FALSE
"1090",2,2,2,2,2,FALSE
"1091",1,1,2,1,1,TRUE
"1092",1,2,2,1,1,TRUE
"1093",3,3,3,3,3,FALSE
"1094",5,5,2,2,2,FALSE
"1095",1,2,2,1,1,TRUE
"1096",1,2,2,1,1,TRUE
"1097",2,2,2,2,2,FALSE
"1098",5,5,5,5,5,FALSE
"1099",2,3,2,2,2,FALSE
"1100",2,2,2,2,2,FALSE
"1101",1,2,2,2,2,FALSE
"1102",2,2,2,1,2,FALSE
"1103",2,2,2,2,2,FALSE
"1104",3,3,2,2,2,FALSE
"1105",2,3,2,2,2,FALSE
"1106",2,3,3,2,2,FALSE
"1107",2,3,3,2,2,FALSE
"1108",1,2,2,2,2,FALSE
"1109",2,3,2,2,2,FALSE
"1110",1,2,2,1,1,TRUE
"1111",1,2,2,1,1,TRUE
"1112",2,1,2,1,1,TRUE
"1113",2,2,2,2,2,FALSE
"1114",2,3,2,2,2,FALSE
"1115",2,1,2,1,1,TRUE
"1116",1,1,2,1,1,TRUE
"1117",2,2,2,2,2,FALSE
"1118",1,1,2,1,1,TRUE
"1119",5,3,5,3,3,FALSE
"1120",1,1,2,1,1,TRUE
"1121",2,2,2,2,2,FALSE
"1122",2,2,2,2,2,FALSE
"1123",1,2,2,1,1,TRUE
"1124",1,1,2,1,1,TRUE
"1125",2,2,2,1,2,FALSE
"1126",2,2,2,2,2,FALSE
"1127",3,3,2,2,2,FALSE
"1128",2,2,2,2,2,FALSE
"1129",2,2,2,2,2,FALSE
"1130",1,1,2,2,1,TRUE
"1131",2,3,3,2,2,FALSE
"1132",2,1,2,2,2,FALSE
"1133",3,3,3,2,3,FALSE
"1134",1,2,2,2,2,FALSE
"1135",5,2,5,5,5,FALSE
"1136",5,5,5,5,5,FALSE
"1137",2,2,2,2,2,FALSE
"1138",2,2,2,2,2,FALSE
"1139",2,2,2,2,2,FALSE
"1140",2,2,2,2,2,FALSE
"1141",2,2,2,2,2,FALSE
"1142",1,2,2,2,2,FALSE
"1143",2,2,2,2,2,FALSE
"1144",3,3,3,2,3,FALSE
"1145",3,3,2,2,2,FALSE
"1146",2,3,3,2,2,FALSE
"1147",1,1,1,1,1,TRUE
"1148",1,1,2,1,1,TRUE
"1149",5,5,5,5,5,FALSE
"1150",1,2,2,2,2,FALSE
"1151",2,2,2,1,2,FALSE
"1152",2,2,2,2,2,FALSE
"1153",1,2,2,2,2,FALSE
"1154",2,2,2,2,2,FALSE
"1155",2,2,2,2,2,FALSE
"1156",2,2,2,2,2,FALSE
"1157",2,2,2,2,2,FALSE
"1158",2,2,2,2,2,FALSE
"1159",1,1,2,2,1,TRUE
"1160",5,4,5,5,5,FALSE
"1161",5,5,5,5,5,FALSE
"1162",5,5,5,5,5,FALSE
"1163",5,5,5,5,5,FALSE
"1164",5,5,5,5,5,FALSE
"1165",5,5,5,5,5,FALSE
"1166",5,5,5,5,5,FALSE
"1167",5,5,5,5,5,FALSE
"1168",5,2,2,2,2,FALSE
"1169",1,1,2,2,1,TRUE
"1170",2,2,2,2,2,FALSE
"1171",4,2,3,2,2,FALSE
"1172",5,5,5,5,5,FALSE
"1173",5,5,5,5,5,FALSE
"1174",2,3,2,1,2,FALSE
"1175",5,3,3,3,3,FALSE
"1176",2,3,2,2,2,FALSE
"1177",2,3,3,2,2,FALSE
"1178",2,3,3,2,2,FALSE
"1179",2,2,2,2,2,FALSE
"1180",5,5,5,5,5,FALSE
"1181",5,4,5,3,5,FALSE
"1182",2,2,2,2,2,FALSE
"1183",4,4,3,4,4,FALSE
"1184",5,5,5,5,5,FALSE
"1185",4,4,3,3,3,FALSE
"1186",2,2,2,2,2,FALSE
"1187",2,2,2,2,2,FALSE
"1188",2,2,2,2,2,FALSE
"1189",4,3,3,3,3,FALSE
"1190",5,5,2,5,5,FALSE
"1191",5,5,2,5,5,FALSE
"1192",5,5,5,5,5,FALSE
"1193",5,5,5,5,5,FALSE
"1194",1,1,2,1,1,TRUE
"1195",1,2,2,2,2,FALSE
"1196",5,3,3,2,3,FALSE
"1197",3,3,2,2,2,FALSE
"1198",2,2,2,2,2,FALSE
"1199",3,2,2,2,2,FALSE
"1200",2,2,5,5,2,FALSE
"1201",2,5,5,5,5,FALSE
"1202",2,2,2,2,2,FALSE
"1203",2,2,2,2,2,FALSE
"1204",2,2,2,2,2,FALSE
"1205",1,1,2,1,1,TRUE
"1206",2,1,2,1,1,TRUE
"1207",2,2,2,2,2,FALSE
"1208",2,1,2,1,1,TRUE
"1209",1,1,2,1,1,TRUE
"1210",2,1,3,1,1,TRUE
"1211",1,1,2,1,1,TRUE
"1212",2,2,2,1,2,FALSE
"1213",1,2,2,2,2,FALSE
"1214",2,2,2,2,2,FALSE
"1215",1,2,2,1,1,TRUE
"1216",1,1,2,1,1,TRUE
"1217",5,5,5,5,5,FALSE
"1218",3,3,4,3,3,FALSE
"1219",2,2,3,2,2,FALSE
"1220",5,5,5,5,5,FALSE
"1221",5,5,5,5,5,FALSE
"1222",5,5,5,5,5,FALSE
"1223",3,3,4,3,3,FALSE
"1224",3,3,4,3,3,FALSE
"1225",5,5,5,5,5,FALSE
"1226",5,5,5,5,5,FALSE
"1227",5,5,5,5,5,FALSE
"1228",5,5,5,5,5,FALSE
"1229",5,5,5,5,5,FALSE
"1230",5,5,5,5,5,FALSE
"1231",5,5,5,5,5,FALSE
"1232",5,5,5,5,5,FALSE
"1233",4,2,3,2,2,FALSE
"1234",4,2,3,2,2,FALSE
"1235",5,3,5,5,5,FALSE
"1236",5,5,5,5,5,FALSE
"1237",5,5,5,5,5,FALSE
"1238",5,5,5,5,5,FALSE
"1239",5,5,5,5,5,FALSE
"1240",5,5,5,5,5,FALSE
"1241",5,5,5,5,5,FALSE
"1242",5,5,5,5,5,FALSE
"1243",5,5,5,5,5,FALSE
"1244",5,5,5,5,5,FALSE
"1245",5,5,5,5,5,FALSE
"1246",2,2,2,1,2,FALSE
"1247",2,2,2,1,2,FALSE
"1248",5,5,5,5,5,FALSE
"1249",2,5,5,2,2,FALSE
"1250",2,3,3,2,2,FALSE
"1251",5,5,5,5,5,FALSE
"1252",5,5,5,5,5,FALSE
"1253",5,5,5,5,5,FALSE
"1254",5,5,5,5,5,FALSE
"1255",3,2,2,2,2,FALSE
"1256",2,2,2,2,2,FALSE
"1257",2,2,2,2,2,FALSE
"1258",2,3,2,2,2,FALSE
"1259",2,3,2,2,2,FALSE
"1260",5,5,5,5,5,FALSE
"1261",2,2,2,2,2,FALSE
"1262",5,3,5,3,3,FALSE
"1263",2,2,2,2,2,FALSE
"1264",2,2,2,2,2,FALSE
"1265",2,2,2,2,2,FALSE
"1266",3,2,2,2,2,FALSE
"1267",2,2,2,2,2,FALSE
"1268",2,3,2,2,2,FALSE
"1269",2,3,2,2,2,FALSE
"1270",2,2,2,2,2,FALSE
"1271",2,3,3,2,2,FALSE
"1272",2,2,2,2,2,FALSE
"1273",2,2,2,2,2,FALSE
"1274",3,2,2,2,2,FALSE
"1275",2,2,2,2,2,FALSE
"1276",2,3,2,2,2,FALSE
